"title","year","genres","rating"
"Kindergarten Cop","1990","comedy,crime","6.1 base on 131,901 votes"
"Harlem Nights","1989","comedy,crime,drama","6.1 base on 19,554 votes"
"Fletch Lives","1989","comedy,crime,mystery","6.1 base on 19,091 votes"
"Twins","1988","comedy,crime","6.1 base on 109,618 votes"
"Critters","1986","comedy,horror","6.1 base on 30,078 votes"
"Teen Wolf","1985","comedy,fantasy,romance","6.1 base on 44,152 votes"
"Cheech and Chong's Next Movie","1980","comedy,crime","6.1 base on 11,510 votes"
"10","1979","comedy,romance","6.1 base on 14,690 votes"
"Pink Flamingos","1972","comedy,crime","6.1 base on 21,232 votes"
"To All the Boys: P.S. I Still Love You","2020","comedy,romance","6 base on 18,340 votes"
"Organize Isler: Sazan Sarmali","2019","comedy","6 base on 11,194 votes"
"Destination Wedding","2018","comedy,drama,romance","6 base on 22,372 votes"
"Daddy's Home 2","2017","comedy","6 base on 58,063 votes"
"War Machine","2017","comedy,drama,war","6 base on 39,576 votes"
"The Escort","IV (2016)","comedy,drama,romance","6 base on 11,209 votes"
"My Big Fat Greek Wedding 2","2016","comedy,romance","6 base on 27,413 votes"
"Fack ju Göhte 2","2015","comedy","6 base on 11,051 votes"
"Humpty Sharma Ki Dulhania","2014","comedy,drama,romance","6 base on 10,518 votes"
"Mike and Dave Need Wedding Dates","2016","comedy,romance","6 base on 79,757 votes"
"Get Hard","2015","comedy,crime","6 base on 117,861 votes"
"Walk of Shame","2014","comedy","6 base on 49,850 votes"
"The Other Woman","2014","comedy,romance","6 base on 127,921 votes"
"Playing It Cool","2014","comedy,romance","6 base on 24,799 votes"
"The House with a Clock in Its Walls","2018","comedy,family,fantasy","6 base on 41,347 votes"
"For a Good Time, Call...","2012","comedy","6 base on 15,353 votes"
"Sisters","III (2015)","comedy","6 base on 61,349 votes"
"Absolutely Anything","2015","comedy","6 base on 37,991 votes"
"2 Days in New York","2012","comedy,drama,romance","6 base on 13,690 votes"
"Overboard","2018","comedy,romance","6 base on 31,882 votes"
"Mr. Popper's Penguins","2011","comedy,family,fantasy","6 base on 85,117 votes"
"Waiting for Forever","2010","comedy,drama,romance","6 base on 19,463 votes"
"Henry's Crime","2010","comedy,crime,drama,romance","6 base on 18,597 votes"
"Parental Guidance","2012","comedy,family","6 base on 24,420 votes"
"Doghouse","2009","comedy,horror","6 base on 20,747 votes"
"Bedtime Stories","2008","comedy,family,fantasy,romance","6 base on 86,028 votes"
"Baby Mama","2008","comedy,romance","6 base on 40,769 votes"
"Super Troopers 2","2018","comedy,crime,mystery","6 base on 22,828 votes"
"Heyy Babyy","2007","comedy,drama","6 base on 12,662 votes"
"Margot at the Wedding","2007","comedy,drama","6 base on 19,095 votes"
"Sex and Death 101","2007","comedy,drama,fantasy,romance","6 base on 10,547 votes"
"I Could Never Be Your Woman","2007","comedy,drama,romance","6 base on 16,737 votes"
"Let's Go to Prison","2006","comedy,crime","6 base on 22,680 votes"
"Ice Princess","2005","comedy,drama,family,sport","6 base on 24,121 votes"
"Catch and Release","II (2006)","comedy,drama,romance","6 base on 23,328 votes"
"Leatherheads","2008","comedy,drama,romance,sport","6 base on 30,619 votes"
"Raising Helen","2004","comedy,drama,romance","6 base on 34,859 votes"
"Along Came Polly","2004","comedy,romance","6 base on 123,195 votes"
"Bridget Jones: The Edge of Reason","2004","comedy,drama,romance","6 base on 102,235 votes"
"Bedazzled","2000","comedy,fantasy","6 base on 94,362 votes"
"Bring It On","2000","comedy,romance,sport","6 base on 84,631 votes"
"28 Days","2000","comedy,drama","6 base on 43,080 votes"
"The Story of Us","1999","comedy,drama,romance","6 base on 20,986 votes"
"Three to Tango","1999","comedy,romance","6 base on 17,982 votes"
"200 Cigarettes","1999","comedy,drama,romance","6 base on 14,412 votes"
"Pushing Tin","1999","comedy,drama,romance","6 base on 27,753 votes"
"The Object of My Affection","1998","comedy,drama,romance","6 base on 18,355 votes"
"Vegas Vacation","1997","comedy","6 base on 43,097 votes"
"Fools Rush In","1997","comedy,drama,romance","6 base on 31,655 votes"
"She's the One","1996","comedy,drama,romance","6 base on 16,068 votes"
"Father of the Bride Part II","1995","comedy,family,romance","6 base on 33,145 votes"
"The Brady Bunch Movie","1995","comedy","6 base on 20,099 votes"
"Canadian Bacon","1995","comedy","6 base on 15,716 votes"
"Rookie of the Year","1993","comedy,family,fantasy,sport","6 base on 24,099 votes"
"Memoirs of an Invisible Man","1992","comedy,romance,thriller","6 base on 21,796 votes"
"Vampire's Kiss","1988","comedy,horror","6 base on 13,592 votes"
"3 Men and a Baby","1987","comedy,drama,family","6 base on 45,981 votes"
"Harry and the Hendersons","1987","comedy,family,fantasy","6 base on 30,263 votes"
"Dragnet","1987","comedy,crime","6 base on 30,773 votes"
"Blind Date","1987","comedy,romance","6 base on 20,197 votes"
"Wildcats","1986","comedy,sport","6 base on 11,547 votes"
"Desperately Seeking Susan","1985","comedy,drama","6 base on 20,302 votes"
"How to Be a Latin Lover","2017","comedy,drama","5.9 base on 13,353 votes"
"Barbershop: The Next Cut","2016","comedy,drama","5.9 base on 13,942 votes"
"Ricki and the Flash","2015","comedy,drama,music","5.9 base on 21,890 votes"
"Welcome to Me","2014","comedy,drama","5.9 base on 17,797 votes"
"Isn't It Romantic","2019","comedy,fantasy,romance","5.9 base on 58,417 votes"
"G.B.F.","2013","comedy,drama,romance","5.9 base on 10,422 votes"
"Dirty Grandpa","2016","comedy","5.9 base on 109,060 votes"
"Freaks of Nature","2015","comedy,horror","5.9 base on 10,541 votes"
"Just Wright","2010","comedy,romance,sport","5.9 base on 13,076 votes"
"Grown Ups","I (2010)","comedy","5.9 base on 221,377 votes"
"Rock of Ages","2012","comedy,drama,musical,romance","5.9 base on 72,204 votes"
"Confessions of a Shopaholic","2009","comedy,romance","5.9 base on 73,031 votes"
"Footloose","2011","comedy,drama,music,romance","5.9 base on 45,092 votes"
"My Best Friend's Girl","2008","comedy,romance","5.9 base on 41,880 votes"
"Why Did I Get Married?","2007","comedy,drama","5.9 base on 11,915 votes"
"Made of Honor","2008","comedy,romance","5.9 base on 65,908 votes"
"My Life in Ruins","2009","comedy,romance","5.9 base on 17,975 votes"
"The Incredible Burt Wonderstone","2013","comedy","5.9 base on 69,592 votes"
"A Thousand Words","I (2012)","comedy,drama","5.9 base on 38,578 votes"
"I Now Pronounce You Chuck & Larry","2007","comedy,romance","5.9 base on 137,995 votes"
"Reno 911!: Miami","2007","comedy,crime","5.9 base on 25,945 votes"
"Something Borrowed","2011","comedy,drama,romance","5.9 base on 56,297 votes"
"Nancy Drew","2007","comedy,crime,family,mystery,romance,thriller","5.9 base on 18,934 votes"
"School for Scoundrels","2006","comedy","5.9 base on 28,511 votes"
"Dinner for Schmucks","2010","comedy","5.9 base on 96,720 votes"
"Must Love Dogs","2005","comedy,romance","5.9 base on 30,069 votes"
"Guess Who","2005","comedy,romance","5.9 base on 39,416 votes"
"A Cinderella Story","2004","comedy,family,romance","5.9 base on 78,623 votes"
"Cheaper by the Dozen","2003","comedy,family","5.9 base on 91,155 votes"
"The Prince & Me","2004","comedy,family,romance","5.9 base on 36,709 votes"
"Laws of Attraction","2004","comedy,romance","5.9 base on 21,635 votes"
"Analyze That","2002","comedy,crime","5.9 base on 80,798 votes"
"Duplex","2003","comedy","5.9 base on 54,187 votes"
"Shallow Hal","2001","comedy,drama,fantasy,romance","5.9 base on 124,675 votes"
"The New Guy","2002","comedy","5.9 base on 32,965 votes"
"Saving Silverman","2001","comedy,crime,romance","5.9 base on 37,892 votes"
"Beyond Re-Animator","2003","comedy,horror","5.9 base on 10,757 votes"
"She's All That","1999","comedy,romance","5.9 base on 81,940 votes"
"Holy Smoke","1999","comedy,drama","5.9 base on 13,681 votes"
"Sgt. Bilko","1996","comedy","5.9 base on 20,960 votes"
"It Takes Two","1995","comedy,family,romance","5.9 base on 19,851 votes"
"Dracula: Dead and Loving It","1995","comedy,fantasy,horror","5.9 base on 37,756 votes"
"The Road to Wellville","1994","comedy,drama","5.9 base on 11,094 votes"
"The Distinguished Gentleman","1992","comedy,crime","5.9 base on 14,828 votes"
"Drop Dead Fred","1991","comedy,drama,fantasy","5.9 base on 26,152 votes"
"Curly Sue","1991","comedy,drama,family,romance","5.9 base on 19,788 votes"
"Who's Harry Crumb?","1989","comedy,mystery","5.9 base on 14,879 votes"
"Look Who's Talking","1989","comedy","5.9 base on 75,422 votes"
"Fright Night Part 2","1988","comedy,horror,thriller","5.9 base on 11,047 votes"
"She's Having a Baby","1988","comedy,drama,romance","5.9 base on 11,027 votes"
"Cocktail","1988","comedy,drama,romance","5.9 base on 77,125 votes"
"Mannequin","1987","comedy,fantasy,romance","5.9 base on 28,109 votes"
"Jumpin' Jack Flash","1986","comedy,romance,thriller","5.9 base on 17,630 votes"
"The Stuff","1985","comedy,horror","5.9 base on 12,941 votes"
"The Woman in Red","1984","comedy,romance","5.9 base on 13,434 votes"
"The Toy","1982","comedy","5.9 base on 10,878 votes"
"Piranha","1978","comedy,horror,thriller","5.9 base on 18,161 votes"
"The Perfect Date","I (2019)","comedy,romance","5.8 base on 28,820 votes"
"Home Again","2017","comedy,drama,romance","5.8 base on 26,130 votes"
"The Little Hours","2017","comedy,romance","5.8 base on 18,367 votes"
"Pitch Perfect 3","2017","comedy,music","5.8 base on 52,458 votes"
"Special Correspondents","2016","comedy","5.8 base on 19,312 votes"
"Blue Mountain State: The Rise of Thadland","2016","comedy,sport","5.8 base on 14,451 votes"
"The Cobbler","2014","comedy,drama,fantasy","5.8 base on 50,579 votes"
"Sierra Burgess Is a Loser","2018","comedy,drama,romance","5.8 base on 32,459 votes"
"Feuchtgebiete","2013","comedy,drama","5.8 base on 10,755 votes"
"And So It Goes","2014","comedy,drama,romance","5.8 base on 12,333 votes"
"Goon: Last of the Enforcers","2017","comedy,sport","5.8 base on 11,495 votes"
"Love the Coopers","2015","comedy,fantasy,romance","5.8 base on 19,510 votes"
"Think Like a Man Too","2014","comedy,romance","5.8 base on 19,356 votes"
"The Love Punch","2013","comedy","5.8 base on 12,491 votes"
"Second Act","2018","comedy,drama,romance","5.8 base on 20,344 votes"
"The English Teacher","2013","comedy,drama","5.8 base on 11,640 votes"
"A Fantastic Fear of Everything","2012","comedy,horror","5.8 base on 13,828 votes"
"The Hangover Part III","2013","comedy,crime","5.8 base on 285,301 votes"
"Let It Snow","2019","comedy,romance","5.8 base on 14,972 votes"
"The To Do List","2013","comedy,romance","5.8 base on 35,803 votes"
"Office Christmas Party","2016","comedy","5.8 base on 65,620 votes"
"21 & Over","2013","comedy","5.8 base on 70,854 votes"
"Girl Most Likely","2012","comedy","5.8 base on 14,495 votes"
"Life of Crime","2013","comedy,crime","5.8 base on 16,756 votes"
"Rubber","2010","comedy,fantasy,horror","5.8 base on 33,132 votes"
"You Again","2010","comedy,romance","5.8 base on 48,351 votes"
"Table 19","2017","comedy,drama,romance","5.8 base on 24,765 votes"
"The Oranges","2011","comedy,drama,romance","5.8 base on 12,288 votes"
"Observe and Report","2009","comedy,crime,drama","5.8 base on 59,394 votes"
"Spread","2009","comedy,drama,romance","5.8 base on 37,653 votes"
"The Goods: Live Hard, Sell Hard","2009","comedy","5.8 base on 20,380 votes"
"Management","2008","comedy,drama,romance","5.8 base on 16,807 votes"
"St. Trinian's","2007","comedy,family","5.8 base on 21,080 votes"
"Mad Money","2008","comedy,crime,thriller","5.8 base on 20,082 votes"
"Dance of the Dead","2008","comedy,horror","5.8 base on 11,069 votes"
"Brüno","2009","comedy","5.8 base on 137,940 votes"
"Murder Party","2007","comedy,drama,horror,thriller","5.8 base on 10,216 votes"
"Semi-Pro","2008","comedy,sport","5.8 base on 76,916 votes"
"Ghosts of Girlfriends Past","2009","comedy,fantasy,romance","5.8 base on 81,701 votes"
"Georgia Rule","2007","comedy,drama","5.8 base on 23,552 votes"
"Smiley Face","2007","comedy","5.8 base on 15,967 votes"
"Black Sheep","2006","comedy,horror","5.8 base on 38,451 votes"
"Hall Pass","2011","comedy,romance","5.8 base on 117,537 votes"
"John Tucker Must Die","2006","comedy,romance","5.8 base on 77,897 votes"
"The Break-Up","2006","comedy,drama,romance","5.8 base on 121,925 votes"
"The Heartbreak Kid","2007","comedy,romance","5.8 base on 83,554 votes"
"Bad News Bears","2005","comedy,sport","5.8 base on 19,937 votes"
"The Princess Diaries 2: Royal Engagement","2004","comedy,family,romance","5.8 base on 71,595 votes"
"Drumline","2002","comedy,drama,music,romance","5.8 base on 32,425 votes"
"Friday After Next","2002","comedy,drama","5.8 base on 24,915 votes"
"What a Girl Wants","2003","comedy,drama,family,romance","5.8 base on 57,822 votes"
"Life or Something Like It","2002","comedy,romance","5.8 base on 22,625 votes"
"Mr. Deeds","2002","comedy,romance","5.8 base on 132,502 votes"
"The Ringer","2005","comedy,sport","5.8 base on 34,646 votes"
"Novocaine","2001","comedy,crime,drama,thriller","5.8 base on 10,534 votes"
"100 Girls","2000","comedy,romance","5.8 base on 20,413 votes"
"Just Visiting","2001","comedy,fantasy","5.8 base on 17,945 votes"
"Drive Me Crazy","1999","comedy,drama,romance","5.8 base on 17,698 votes"
"Mickey Blue Eyes","1999","comedy,crime,romance","5.8 base on 33,827 votes"
"Jack","1996","comedy,drama,fantasy","5.8 base on 54,776 votes"
"Son in Law","1993","comedy,drama,romance","5.8 base on 16,952 votes"
"Honeymoon in Vegas","1992","comedy,romance,thriller","5.8 base on 16,478 votes"
"Encino Man","1992","comedy","5.8 base on 36,347 votes"
"Ernest Scared Stupid","1991","comedy,family,fantasy","5.8 base on 10,364 votes"
"Joe Versus the Volcano","1990","comedy,romance","5.8 base on 33,504 votes"
"Short Circuit 2","1988","comedy,drama,family","5.8 base on 23,200 votes"
"Return of the Living Dead: Part II","1988","comedy,horror","5.8 base on 17,708 votes"
"Police Academy 2: Their First Assignment","1985","comedy","5.8 base on 49,857 votes"
"The Wrong Missy","2020","comedy,romance","5.7 base on 18,895 votes"
"A Christmas Prince","2017","comedy,family,romance","5.7 base on 14,959 votes"
"Uncle Drew","2018","comedy,sport","5.7 base on 11,442 votes"
"Jay and Silent Bob Reboot","2019","comedy","5.7 base on 15,105 votes"
"Mother's Day","I (2016)","comedy,drama,romance","5.7 base on 31,493 votes"
"Neighbors 2: Sorority Rising","2016","comedy","5.7 base on 109,856 votes"
"Little Evil","2017","comedy,horror","5.7 base on 17,790 votes"
"I Give It a Year","2013","comedy,romance","5.7 base on 34,867 votes"
"Identity Thief","2013","comedy,crime,drama","5.7 base on 120,765 votes"
"Desi Boyz","2011","comedy,drama","5.7 base on 12,483 votes"
"Admission","2013","comedy,drama,romance","5.7 base on 32,821 votes"
"Some Kind of Beautiful","II (2014)","comedy,romance","5.7 base on 13,140 votes"
"Detention","2011","comedy,horror,mystery,thriller","5.7 base on 14,615 votes"
"The Guilt Trip","2012","comedy,drama","5.7 base on 34,722 votes"
"A Few Best Men","2011","comedy,romance","5.7 base on 12,435 votes"
"New Year's Eve","2011","comedy,romance","5.7 base on 79,730 votes"
"What to Expect When You're Expecting","2012","comedy,drama,romance","5.7 base on 68,222 votes"
"Playing for Keeps","2012","comedy,romance,sport","5.7 base on 28,170 votes"
"Kaboom","2010","comedy,mystery,romance,thriller","5.7 base on 12,243 votes"
"The Sitter","2011","comedy","5.7 base on 67,157 votes"
"Arthur","I (2011)","comedy,romance","5.7 base on 50,086 votes"
"Death at a Funeral","2010","comedy","5.7 base on 45,574 votes"
"The Watch","I (2012)","comedy","5.7 base on 119,132 votes"
"The Angriest Man in Brooklyn","2014","comedy,drama","5.7 base on 20,480 votes"
"Valentine's Day","I (2010)","comedy,romance","5.7 base on 111,348 votes"
"Partner","2007","comedy,drama,romance","5.7 base on 10,751 votes"
"Syrup","I (2013)","comedy,drama,romance","5.7 base on 10,497 votes"
"Suburbicon","2017","comedy,crime,drama,mystery,thriller","5.7 base on 37,997 votes"
"Because I Said So","2007","comedy,romance","5.7 base on 36,705 votes"
"Nacho Libre","2006","comedy,family,sport","5.7 base on 79,324 votes"
"Friends with Money","2006","comedy,drama,romance","5.7 base on 26,235 votes"
"Hatchet","2006","comedy,horror,thriller","5.7 base on 28,073 votes"
"Diary of a Mad Black Woman","2005","comedy,drama,romance","5.7 base on 13,338 votes"
"Gambit","I (2012)","comedy,crime","5.7 base on 22,971 votes"
"Four Christmases","2008","comedy,drama,romance","5.7 base on 61,309 votes"
"Stuck on You","2003","comedy","5.7 base on 50,263 votes"
"Barbershop 2: Back in Business","2004","comedy,drama","5.7 base on 13,933 votes"
"Club Dread","2004","comedy,horror,mystery,thriller","5.7 base on 27,668 votes"
"The Perfect Score","2004","comedy,crime","5.7 base on 23,185 votes"
"Not Another Teen Movie","2001","comedy","5.7 base on 94,379 votes"
"America's Sweethearts","2001","comedy,romance","5.7 base on 53,682 votes"
"Deuce Bigalow: Male Gigolo","1999","comedy,romance","5.7 base on 69,053 votes"
"Coyote Ugly","2000","comedy,drama,music,romance","5.7 base on 104,353 votes"
"Get Over It","2001","comedy,romance","5.7 base on 17,607 votes"
"Sugar & Spice","2001","comedy,crime","5.7 base on 13,249 votes"
"Drowning Mona","2000","comedy,crime,mystery","5.7 base on 12,939 votes"
"The Muse","1999","comedy","5.7 base on 10,270 votes"
"Jawbreaker","1999","comedy,crime,thriller","5.7 base on 23,358 votes"
"Good Burger","1997","comedy,family","5.7 base on 25,376 votes"
"Michael","1996","comedy,drama,fantasy","5.7 base on 39,790 votes"
"Something to Talk About","1995","comedy,drama,romance","5.7 base on 12,336 votes"
"Beethoven","1992","comedy,drama,family","5.7 base on 63,838 votes"
"Love Potion No. 9","1992","comedy,fantasy,romance","5.7 base on 12,743 votes"
"Cadillac Man","1990","comedy,crime","5.7 base on 12,978 votes"
"The Man with One Red Shoe","1985","comedy,thriller","5.7 base on 14,404 votes"
"Falling Inn Love","2019","comedy,romance","5.6 base on 13,267 votes"
"Night School","2018","comedy","5.6 base on 31,121 votes"
"A Bad Moms Christmas","2017","comedy","5.6 base on 39,352 votes"
"Life of the Party","I (2018)","comedy","5.6 base on 31,049 votes"
"The House","I (2017)","comedy,crime","5.6 base on 38,734 votes"
"Fist Fight","2017","comedy","5.6 base on 38,232 votes"
"Life After Beth","2014","comedy,fantasy,horror,romance","5.6 base on 19,205 votes"
"Magic Mike XXL","2015","comedy,drama,music","5.6 base on 50,698 votes"
"Los amantes pasajeros","2013","comedy","5.6 base on 21,339 votes"
"Dumb and Dumber To","2014","comedy","5.6 base on 125,165 votes"
"The Big Wedding","2013","comedy,drama,romance","5.6 base on 46,200 votes"
"A Case of You","2013","comedy,romance","5.6 base on 11,070 votes"
"Bad Santa 2","2016","comedy,crime,drama","5.6 base on 21,907 votes"
"Wanderlust","2012","comedy,romance","5.6 base on 71,127 votes"
"A.C.O.D.","2013","comedy","5.6 base on 12,566 votes"
"Bad Teacher","2011","comedy,romance","5.6 base on 188,443 votes"
"Hick","2011","comedy,drama","5.6 base on 18,620 votes"
"When in Rome","2010","comedy,romance","5.6 base on 59,073 votes"
"New in Town","2009","comedy,romance","5.6 base on 21,196 votes"
"Sex and the City","2008","comedy,drama,romance","5.6 base on 113,720 votes"
"The Accidental Husband","2008","comedy,romance","5.6 base on 22,766 votes"
"The Promotion","2008","comedy","5.6 base on 17,822 votes"
"Imagine That","2009","comedy,drama,family,fantasy","5.6 base on 13,359 votes"
"What Just Happened","2008","comedy,drama","5.6 base on 26,145 votes"
"Fred Claus","2007","comedy,family,fantasy","5.6 base on 38,762 votes"
"The Pleasure of Your Company","2006","comedy,romance","5.6 base on 14,882 votes"
"You, Me and Dupree","2006","comedy,romance","5.6 base on 76,926 votes"
"Good Luck Chuck","2007","comedy,romance","5.6 base on 84,217 votes"
"Failure to Launch","2006","comedy,romance","5.6 base on 71,250 votes"
"Kicking & Screaming","2005","comedy,family,romance,sport","5.6 base on 35,219 votes"
"White Chicks","2004","comedy,crime","5.6 base on 126,103 votes"
"Be Cool","2005","comedy,crime,drama,music,romance","5.6 base on 66,280 votes"
"Monster-in-Law","2005","comedy,romance","5.6 base on 54,968 votes"
"Win a Date with Tad Hamilton!","2004","comedy,romance","5.6 base on 26,086 votes"
"Alex & Emma","2003","comedy,romance","5.6 base on 12,808 votes"
"Daddy Day Care","2003","comedy,family","5.6 base on 61,950 votes"
"Bringing Down the House","2003","comedy","5.6 base on 34,199 votes"
"The Santa Clause 2","2002","comedy,family,fantasy","5.6 base on 48,045 votes"
"A Guy Thing","2003","comedy,romance","5.6 base on 16,325 votes"
"The Banger Sisters","2002","comedy,drama","5.6 base on 14,187 votes"
"40 Days and 40 Nights","2002","comedy,romance","5.6 base on 69,241 votes"
"Kevin & Perry Go Large","2000","comedy,music","5.6 base on 12,120 votes"
"Jane Austen's Mafia!","1998","comedy,crime","5.6 base on 14,257 votes"
"The Preacher's Wife","1996","comedy,drama,fantasy,romance","5.6 base on 10,646 votes"
"The Nutty Professor","1996","comedy,romance","5.6 base on 106,966 votes"
"Jingle All the Way","1996","comedy,family","5.6 base on 88,729 votes"
"High School High","1996","comedy,crime,romance","5.6 base on 12,446 votes"
"Milk Money","1994","comedy,romance","5.6 base on 11,139 votes"
"Major League II","1994","comedy,sport","5.6 base on 24,481 votes"
"City Slickers II: The Legend of Curly's Gold","1994","comedy","5.6 base on 17,628 votes"
"Sister Act 2: Back in the Habit","1993","comedy,family,music","5.6 base on 47,262 votes"
"Dennis the Menace","1993","comedy,family","5.6 base on 54,290 votes"
"Another Stakeout","1993","comedy,crime","5.6 base on 12,763 votes"
"The Bonfire of the Vanities","1990","comedy,drama,romance","5.6 base on 21,061 votes"
"She-Devil","1989","comedy","5.6 base on 15,680 votes"
"The Texas Chainsaw Massacre 2","1986","comedy,horror","5.6 base on 26,504 votes"
"Chopping Mall","1986","comedy,horror","5.6 base on 11,016 votes"
"The Dead Don't Die","2019","comedy,fantasy,horror","5.5 base on 42,612 votes"
"The Package","II (2018)","comedy,thriller","5.5 base on 12,775 votes"
"I Feel Pretty","2018","comedy,romance","5.5 base on 45,737 votes"
"Zero","III (2018)","comedy,drama,romance","5.5 base on 22,445 votes"
"The Beach Bum","2019","comedy","5.5 base on 16,050 votes"
"Mom and Dad","2017","comedy,horror,thriller","5.5 base on 18,929 votes"
"Love Wedding Repeat","2020","comedy,romance","5.5 base on 13,440 votes"
"Tales of Halloween","2015","comedy,horror","5.5 base on 11,170 votes"
"Jenny's Wedding","2015","comedy,drama,romance","5.5 base on 10,124 votes"
"Rock the Kasbah","2015","comedy,music,war","5.5 base on 10,303 votes"
"They Came Together","2014","comedy,romance","5.5 base on 20,626 votes"
"Unicorn Store","2017","comedy,drama,fantasy","5.5 base on 16,222 votes"
"Father Figures","2017","comedy,drama","5.5 base on 16,836 votes"
"Casa de mi Padre","2012","comedy,western","5.5 base on 19,852 votes"
"Your Highness","2011","comedy,fantasy","5.5 base on 95,224 votes"
"That's My Boy","2012","comedy","5.5 base on 87,848 votes"
"Couples Retreat","2009","comedy","5.5 base on 99,197 votes"
"Little Fockers","2010","comedy,romance","5.5 base on 103,648 votes"
"You Don't Mess with the Zohan","2008","comedy","5.5 base on 185,629 votes"
"Bride Wars","2009","comedy,romance","5.5 base on 98,106 votes"
"From Prada to Nada","2011","comedy,drama,romance","5.5 base on 14,009 votes"
"The House Bunny","2008","comedy,romance","5.5 base on 77,573 votes"
"I Think I Love My Wife","2007","comedy,drama,romance","5.5 base on 16,229 votes"
"Welcome Home, Roscoe Jenkins","2008","comedy,romance","5.5 base on 13,097 votes"
"Fast Track","2006","comedy,romance","5.5 base on 16,581 votes"
"Yours, Mine & Ours","2005","comedy,family,fantasy,romance","5.5 base on 26,113 votes"
"The Benchwarmers","2006","comedy,sport","5.5 base on 47,239 votes"
"Employee of the Month","2006","comedy,romance","5.5 base on 43,662 votes"
"Rumor Has It...","2005","comedy,drama,romance","5.5 base on 51,857 votes"
"Beauty Shop","2005","comedy","5.5 base on 15,880 votes"
"The Perfect Man","2005","comedy,family,romance","5.5 base on 27,736 votes"
"Mr 3000","2004","comedy,drama,romance,sport","5.5 base on 13,641 votes"
"The Whole Ten Yards","2004","comedy,crime,thriller","5.5 base on 53,052 votes"
"Head of State","2003","comedy","5.5 base on 17,777 votes"
"Dickie Roberts: Former Child Star","2003","comedy","5.5 base on 13,388 votes"
"Scary Movie 3","2003","comedy,horror","5.5 base on 134,074 votes"
"Just Married","2003","comedy,romance","5.5 base on 66,408 votes"
"The Hot Chick","2002","comedy,fantasy","5.5 base on 87,838 votes"
"Sorority Boys","2002","comedy","5.5 base on 13,545 votes"
"Dude, Where's My Car?","2000","comedy,mystery","5.5 base on 132,165 votes"
"Down to Earth","2001","comedy,fantasy","5.5 base on 21,245 votes"
"Play It to the Bone","1999","comedy,drama,sport","5.5 base on 11,302 votes"
"Head Over Heels","2001","comedy,mystery,romance","5.5 base on 13,571 votes"
"Runaway Bride","1999","comedy,romance","5.5 base on 90,488 votes"
"What's the Worst That Could Happen?","2001","comedy,crime","5.5 base on 14,666 votes"
"The Out-of-Towners","1999","comedy","5.5 base on 12,589 votes"
"Picture Perfect","1997","comedy,drama,romance","5.5 base on 18,428 votes"
"Joe's Apartment","1996","comedy,fantasy,musical","5.5 base on 12,298 votes"
"Nine Months","1995","comedy,romance","5.5 base on 34,449 votes"
"My Father the Hero","1994","comedy,romance","5.5 base on 10,295 votes"
"Mixed Nuts","1994","comedy,drama","5.5 base on 10,076 votes"
"Boomerang","1992","comedy,drama,romance","5.5 base on 25,036 votes"
"Problem Child","1990","comedy,family","5.5 base on 27,572 votes"
"Shocker","1989","comedy,horror,thriller","5.5 base on 14,391 votes"
"Critters 2","1988","comedy,horror,thriller","5.5 base on 13,376 votes"
"Ernest Goes to Camp","1987","comedy,family","5.5 base on 10,578 votes"
"Once Bitten","1985","comedy,fantasy,horror","5.5 base on 12,905 votes"
"Wine Country","2019","comedy","5.4 base on 16,958 votes"
"Naked","I (2017)","comedy,fantasy,romance","5.4 base on 16,210 votes"
"Moms' Night Out","2014","comedy","5.4 base on 12,943 votes"
"Home Sweet Hell","2015","comedy,crime,thriller","5.4 base on 13,667 votes"
"The Boss","2016","comedy","5.4 base on 41,632 votes"
"Unfinished Business","I (2015)","comedy,drama","5.4 base on 31,034 votes"
"Grown Ups 2","2013","comedy","5.4 base on 135,966 votes"
"Student of the Year","2012","comedy,drama,romance","5.4 base on 13,994 votes"
"Absolutely Fabulous: The Movie","2016","comedy,crime","5.4 base on 11,558 votes"
"The Longest Week","2014","comedy,drama,romance","5.4 base on 11,155 votes"
"Prom","2011","comedy,drama,family,romance","5.4 base on 14,623 votes"
"Housefull","2010","comedy","5.4 base on 12,164 votes"
"How Do You Know","2010","comedy,drama,romance","5.4 base on 43,481 votes"
"The Hustle","I (2019)","comedy,crime","5.4 base on 40,265 votes"
"Aloha","I (2015)","comedy,drama,romance","5.4 base on 59,717 votes"
"The Back-up Plan","2010","comedy,romance","5.4 base on 47,568 votes"
"Old Dogs","I (2009)","comedy,family","5.4 base on 35,609 votes"
"Hotel for Dogs","2009","comedy,family","5.4 base on 20,929 votes"
"Teeth","I (2007)","comedy,fantasy,horror,thriller","5.4 base on 40,498 votes"
"American Dreamz","2006","comedy,music","5.4 base on 24,038 votes"
"Piranha 3D","2010","comedy,horror","5.4 base on 84,307 votes"
"Evan Almighty","2007","comedy,family,fantasy","5.4 base on 136,231 votes"
"Southland Tales","2006","comedy,drama,mystery,thriller","5.4 base on 36,508 votes"
"Just My Luck","2006","comedy,fantasy,romance","5.4 base on 52,558 votes"
"Christmas with the Kranks","2004","comedy,family","5.4 base on 40,746 votes"
"Sleepover","2004","comedy,family,romance","5.4 base on 15,013 votes"
"(T)Raumschiff Surprise - Periode 1","2004","comedy","5.4 base on 13,050 votes"
