"title","year","genres","rating"
"Man of the House","I (2005)","comedy,crime","5.4 base on 22,360 votes"
"Serving Sara","2002","comedy,romance","5.4 base on 16,449 votes"
"Surviving Christmas","2004","comedy,romance","5.4 base on 21,825 votes"
"Tomcats","2001","comedy","5.4 base on 17,198 votes"
"Slackers","2002","comedy,romance","5.4 base on 13,583 votes"
"Josie and the Pussycats","2001","comedy,music","5.4 base on 21,159 votes"
"Ready to Rumble","2000","comedy,sport","5.4 base on 13,319 votes"
"Boys and Girls","2000","comedy,drama,romance","5.4 base on 15,675 votes"
"Bride of Chucky","1998","comedy,horror","5.4 base on 50,683 votes"
"Jack Frost","1998","comedy,drama,family,fantasy","5.4 base on 31,795 votes"
"Forces of Nature","1999","comedy,romance","5.4 base on 31,544 votes"
"Doctor Dolittle","1998","comedy,family,fantasy","5.4 base on 89,540 votes"
"Bordello of Blood","1996","comedy,fantasy,horror","5.4 base on 12,830 votes"
"Feeling Minnesota","1996","comedy,crime,drama,romance","5.4 base on 10,302 votes"
"Ri¢hie Ri¢h","1994","comedy,family","5.4 base on 61,837 votes"
"3 Men and a Little Lady","1990","comedy,drama,family,romance","5.4 base on 21,954 votes"
"Earth Girls Are Easy","1988","comedy,musical,romance","5.4 base on 19,629 votes"
"Police Academy 3: Back in Training","1986","comedy","5.4 base on 41,274 votes"
"Jab Harry Met Sejal","2017","comedy,drama,romance","5.3 base on 17,931 votes"
"Nine Lives","I (2016)","comedy,drama,family,fantasy","5.3 base on 20,139 votes"
"Tusk","I (2014)","comedy,drama,horror","5.3 base on 44,440 votes"
"Bachelorette","2012","comedy,romance","5.3 base on 44,451 votes"
"Annie","2014","comedy,drama,family,musical","5.3 base on 32,974 votes"
"The Dilemma","2011","comedy,drama","5.3 base on 50,840 votes"
"Are You Here","2013","comedy,drama","5.3 base on 14,734 votes"
"Get a Job","2016","comedy","5.3 base on 20,458 votes"
"Post Grad","2009","comedy,romance","5.3 base on 13,502 votes"
"I Love You, Beth Cooper","2009","comedy,romance","5.3 base on 32,769 votes"
"The Brothers Solomon","2007","comedy","5.3 base on 10,418 votes"
"My Mom's New Boyfriend","2008","comedy,crime,romance","5.3 base on 10,865 votes"
"License to Wed","2007","comedy,romance","5.3 base on 37,267 votes"
"Aquamarine","2006","comedy,family,fantasy,romance","5.3 base on 36,964 votes"
"Balls of Fury","2007","comedy,crime,sport","5.3 base on 39,989 votes"
"Little Black Book","2004","comedy,drama,romance","5.3 base on 17,044 votes"
"The Stepford Wives","2004","comedy,horror,thriller","5.3 base on 58,880 votes"
"Like Mike","2002","comedy,family,fantasy,sport","5.3 base on 18,419 votes"
"The Guru","2002","comedy,music,romance","5.3 base on 14,644 votes"
"2001 Maniacs","2005","comedy,horror","5.3 base on 11,703 votes"
"Scary Movie 2","2001","comedy,horror","5.3 base on 145,686 votes"
"Maid in Manhattan","2002","comedy,drama,romance","5.3 base on 82,175 votes"
"Loser","2000","comedy,romance","5.3 base on 26,084 votes"
"The Wedding Planner","2001","comedy,romance","5.3 base on 73,906 votes"
"Little Nicky","2000","comedy,fantasy","5.3 base on 95,499 votes"
"Simply Irresistible","1999","comedy,drama,fantasy,romance","5.3 base on 13,016 votes"
"Teaching Mrs. Tingle","1999","comedy,thriller","5.3 base on 19,388 votes"
"Flubber","1997","comedy,family","5.3 base on 82,225 votes"
"Fathers' Day","1997","comedy,romance","5.3 base on 14,286 votes"
"My Girl 2","1994","comedy,drama,family,romance","5.3 base on 17,855 votes"
"Blank Check","1994","comedy,crime,family","5.3 base on 18,347 votes"
"Coneheads","1993","comedy","5.3 base on 49,153 votes"
"King Ralph","1991","comedy,romance","5.3 base on 14,831 votes"
"My Stepmother Is an Alien","1988","comedy","5.3 base on 24,377 votes"
"Tall Girl","2019","comedy","5.2 base on 15,136 votes"
"What Men Want","2019","comedy,fantasy,romance","5.2 base on 18,331 votes"
"Rough Night","2017","comedy,crime,thriller","5.2 base on 44,591 votes"
"Ibiza","2018","comedy,romance","5.2 base on 14,706 votes"
"Cult of Chucky","2017","comedy,fantasy,horror,thriller","5.2 base on 19,442 votes"
"Rapture-Palooza","2013","comedy,fantasy","5.2 base on 10,869 votes"
"Zookeeper","2011","comedy,family,fantasy,romance","5.2 base on 55,275 votes"
"Jennifer's Body","2009","comedy,horror","5.2 base on 111,180 votes"
"Over Her Dead Body","2008","comedy,fantasy,romance","5.2 base on 23,518 votes"
"Madea's Family Reunion","2006","comedy,drama,romance","5.2 base on 10,390 votes"
"Rebound","2005","comedy,family,sport","5.2 base on 12,195 votes"
"Welcome to Mooseport","2004","comedy,romance","5.2 base on 11,997 votes"
"Stealing Harvard","2002","comedy,crime","5.2 base on 12,326 votes"
"View from the Top","2003","comedy,romance","5.2 base on 24,974 votes"
"The Sweetest Thing","2002","comedy,romance","5.2 base on 53,775 votes"
"The Ladies Man","2000","comedy","5.2 base on 12,198 votes"
"Superstar","1999","comedy,romance","5.2 base on 17,593 votes"
"Jungle 2 Jungle","1997","comedy,family","5.2 base on 22,227 votes"
"Air Bud","1997","comedy,drama,family,sport","5.2 base on 16,045 votes"
"Casino Royale","1967","comedy","5.2 base on 26,223 votes"
"The Week Of","2018","comedy","5.1 base on 17,029 votes"
"Sandy Wexler","2017","comedy","5.1 base on 13,587 votes"
"Hot Tub Time Machine 2","2015","comedy,mystery","5.1 base on 35,973 votes"
"Sex Tape","2014","comedy,romance","5.1 base on 104,989 votes"
"The Romantics","2010","comedy,drama,romance","5.1 base on 11,423 votes"
"Fame","2009","comedy,drama,musical,romance","5.1 base on 15,743 votes"
"My Super Ex-Girlfriend","2006","comedy,romance","5.1 base on 60,658 votes"
"Mr. Woodcock","2007","comedy,romance,sport","5.1 base on 34,610 votes"
"The Dukes of Hazzard","2005","comedy","5.1 base on 74,358 votes"
"A Dirty Shame","2004","comedy","5.1 base on 11,998 votes"
"Scary Movie 4","2006","comedy,horror","5.1 base on 111,116 votes"
"First Daughter","2004","comedy,drama,romance","5.1 base on 20,538 votes"
"Malibu's Most Wanted","2003","comedy,crime","5.1 base on 18,227 votes"
"Summer Catch","2001","comedy,drama,romance,sport","5.1 base on 14,880 votes"
"My Favorite Martian","1999","comedy,family","5.1 base on 12,548 votes"
"An American Werewolf in Paris","1997","comedy,fantasy,horror,thriller","5.1 base on 22,569 votes"
"Prêt-à-Porter","1994","comedy,drama","5.1 base on 14,103 votes"
"Made in America","1993","comedy","5.1 base on 15,273 votes"
"Nothing But Trouble","1991","comedy","5.1 base on 21,956 votes"
"Revenge of the Nerds II: Nerds in Paradise","1987","comedy","5.1 base on 13,012 votes"
"Porky's II: The Next Day","1983","comedy","5.1 base on 10,552 votes"
"The D Train","2015","comedy,drama","5 base on 10,413 votes"
"A Haunted House","2013","comedy,fantasy","5 base on 42,418 votes"
"Miss March","2009","comedy,romance","5 base on 20,457 votes"
"Lottery Ticket","I (2010)","comedy","5 base on 10,299 votes"
"The Ten","2007","comedy,romance","5 base on 16,182 votes"
"Tooth Fairy","I (2010)","comedy,family,fantasy,sport","5 base on 40,675 votes"
"Deck the Halls","2006","comedy,family","5 base on 21,891 votes"
"The Women","I (2008)","comedy,drama","5 base on 19,941 votes"
"The Three Stooges","2012","comedy,family","5 base on 29,387 votes"
"New York Minute","I (2004)","comedy,crime,family,romance","5 base on 21,215 votes"
"The Haunted Mansion","2003","comedy,family,fantasy,horror,mystery","5 base on 40,549 votes"
"Cursed","2005","comedy,horror","5 base on 29,839 votes"
"Say It Isn't So","2001","comedy,romance","5 base on 12,412 votes"
"Down to You","2000","comedy,drama,romance","5 base on 14,075 votes"
"The Bachelor","1999","comedy,romance","5 base on 16,350 votes"
"In the Army Now","1994","comedy,war","5 base on 12,454 votes"
"The Beverly Hillbillies","1993","comedy,family","5 base on 16,946 votes"
"Police Academy 4: Citizens on Patrol","1987","comedy,crime","5 base on 39,180 votes"
"Tammy","2014","comedy,romance","4.9 base on 46,418 votes"
"I Don't Know How She Does It","2011","comedy,romance","4.9 base on 19,102 votes"
"Survival of the Dead","2009","comedy,drama,horror,thriller","4.9 base on 19,937 votes"
"Year One","2009","comedy","4.9 base on 89,947 votes"
"Van Wilder 2: The Rise of Taj","2006","comedy,romance","4.9 base on 21,948 votes"
"The Big Bounce","2004","comedy,crime","4.9 base on 17,437 votes"
"Le divorce","2003","comedy,drama,romance","4.9 base on 10,828 votes"
"Boat Trip","2002","comedy","4.9 base on 29,777 votes"
"Hanging Up","2000","comedy,drama","4.9 base on 11,608 votes"
"Holy Man","1998","comedy,drama","4.9 base on 18,690 votes"
"The Flintstones","1994","comedy,family,fantasy","4.9 base on 73,638 votes"
"Beethoven's 2nd","1993","comedy,family,romance","4.9 base on 25,040 votes"
"Problem Child 2","1991","comedy,family","4.9 base on 20,223 votes"
"Meet the Blacks","2016","comedy,horror","4.8 base on 35,392 votes"
"Zombeavers","2014","comedy,horror","4.8 base on 15,824 votes"
"The Ridiculous 6","2015","comedy,western","4.8 base on 42,106 votes"
"Twixt","2011","comedy,fantasy,horror,mystery","4.8 base on 10,189 votes"
"Did You Hear About the Morgans?","2009","comedy,drama,romance","4.8 base on 36,776 votes"
"Labor Pains","2009","comedy,romance","4.8 base on 10,590 votes"
"Lay the Favorite","2012","comedy,drama,romance","4.8 base on 10,948 votes"
"High School Musical 3: Senior Year","2008","comedy,drama,family,music,musical,romance","4.8 base on 56,083 votes"
"All About Steve","2009","comedy,romance","4.8 base on 38,938 votes"
"Seed of Chucky","2004","comedy,fantasy,horror,thriller","4.8 base on 37,313 votes"
"Bewitched","2005","comedy,fantasy,romance","4.8 base on 67,459 votes"
"Legally Blonde 2: Red, White & Blonde","2003","comedy","4.8 base on 59,618 votes"
"Envy","2004","comedy","4.8 base on 29,413 votes"
"The Animal","2001","comedy","4.8 base on 55,862 votes"
"Leprechaun","1993","comedy,fantasy,horror","4.8 base on 22,323 votes"
"The Layover","I (2017)","comedy,romance","4.7 base on 12,237 votes"
"A Haunted House 2","2014","comedy,fantasy","4.7 base on 19,130 votes"
"The ABCs of Death","2012","comedy,fantasy,horror,thriller","4.7 base on 17,684 votes"
"Recep Ivedik","2008","comedy","4.7 base on 23,530 votes"
"Shrooms","2007","comedy,horror,mystery,thriller","4.7 base on 15,746 votes"
"Big Momma's House 2","2006","comedy,crime","4.7 base on 39,652 votes"
"Deuce Bigalow: European Gigolo","2005","comedy","4.7 base on 47,540 votes"
"My Boss's Daughter","2003","comedy,romance","4.7 base on 27,767 votes"
"Corky Romano","2001","comedy,crime","4.7 base on 12,302 votes"
"Dr. Dolittle 2","2001","comedy,family,fantasy","4.7 base on 40,902 votes"
"Look Who's Talking Too","1990","comedy,family,romance","4.7 base on 43,497 votes"
"Police Academy 5: Assignment: Miami Beach","1988","comedy,crime","4.7 base on 31,824 votes"
"College","2008","comedy","4.6 base on 11,965 votes"
"Confessions of a Teenage Drama Queen","2004","comedy,family,music,romance","4.6 base on 26,822 votes"
"Freddy Got Fingered","2001","comedy","4.6 base on 45,148 votes"
"Dr. T & the Women","2000","comedy,drama,romance","4.6 base on 17,378 votes"
"The Next Best Thing","2000","comedy,drama,romance","4.6 base on 10,588 votes"
"Vampire in Brooklyn","1995","comedy,fantasy,horror,romance","4.6 base on 20,900 votes"
"Junior","1994","comedy,romance","4.6 base on 63,427 votes"
"Sex and the City 2","2010","comedy,drama,romance","4.5 base on 72,247 votes"
"Hannah Montana: The Movie","2009","comedy,drama,family,music,romance","4.5 base on 38,595 votes"
"Soul Plane","2004","comedy","4.5 base on 21,230 votes"
"Home Alone 3","1997","comedy,crime,family","4.5 base on 101,472 votes"
"Striptease","1996","comedy,crime,drama,thriller","4.5 base on 41,718 votes"
"Bio-Dome","1996","comedy","4.5 base on 25,447 votes"
"Police Academy 6: City Under Siege","1989","comedy,crime","4.5 base on 27,416 votes"
"LOL","2012","comedy,drama,romance","4.4 base on 52,962 votes"
"Madea Goes to Jail","2009","comedy,crime,drama","4.4 base on 11,175 votes"
"Little Man","III (2006)","comedy,crime","4.4 base on 48,966 votes"
"The Shaggy Dog","2006","comedy,family,fantasy","4.4 base on 17,854 votes"
"Nutty Professor II: The Klumps","2000","comedy,romance","4.4 base on 47,342 votes"
"Look Who's Talking Now","1993","comedy,family,romance","4.4 base on 27,022 votes"
"Critters 3","1991","comedy,horror,thriller","4.4 base on 10,631 votes"
"Grease 2","1982","comedy,drama,musical,romance","4.4 base on 31,746 votes"
"Marmaduke","2010","comedy,family","4.3 base on 13,938 votes"
"Movie 43","2013","comedy","4.3 base on 97,229 votes"
"The Comebacks","2007","comedy,sport","4.3 base on 10,894 votes"
"Recep Ivedik 2","2009","comedy","4.2 base on 18,368 votes"
"Are We Done Yet?","2007","comedy,family,fantasy","4.2 base on 19,129 votes"
"Enes Batur Hayal mi Gerçek mi?","2018","comedy","4.1 base on 53,555 votes"
"Zombie Strippers!","2008","comedy,horror","4.1 base on 17,351 votes"
"Recep Ivedik 3","2010","comedy","4 base on 16,974 votes"
"Norbit","2007","comedy,romance","4 base on 66,339 votes"
"Material Girls","2006","comedy,family,romance","4 base on 21,280 votes"
"Holmes & Watson","2018","comedy,crime,mystery","3.8 base on 27,410 votes"
"The Love Guru","2008","comedy,romance,sport","3.8 base on 49,525 votes"
"Furry Vengeance","2010","comedy,family","3.8 base on 15,353 votes"
"Caddyshack II","1988","comedy,sport","3.8 base on 14,392 votes"
"Recep Ivedik 4","2014","comedy","3.7 base on 14,661 votes"
"Piranha 3DD","2012","comedy,horror","3.7 base on 38,881 votes"
"Extreme Movie","2008","comedy","3.7 base on 10,558 votes"
"The Hungover Games","2014","comedy","3.6 base on 10,881 votes"
"Stan Helsing","2009","comedy,horror","3.6 base on 12,207 votes"
"Swept Away","2002","comedy,romance","3.6 base on 15,366 votes"
"The Flintstones in Viva Rock Vegas","2000","comedy,family,romance","3.6 base on 20,873 votes"
"2001: A Space Travesty","2000","comedy","3.6 base on 11,278 votes"
"Police Academy: Mission to Moscow","1994","comedy,crime","3.6 base on 31,013 votes"
"Fifty Shades of Black","2016","comedy","3.5 base on 18,827 votes"
"Scary Movie 5","2013","comedy,horror","3.5 base on 63,519 votes"
"Crossroads","I (2002)","comedy,drama,romance","3.5 base on 37,860 votes"
"Spice World","1997","comedy,family,music","3.5 base on 32,592 votes"
"Vampires Suck","2010","comedy","3.4 base on 45,654 votes"
"Dumb and Dumberer: When Harry Met Lloyd","2003","comedy","3.4 base on 36,527 votes"
"Teen Wolf Too","1987","comedy,fantasy","3.4 base on 10,273 votes"
"Recep Ivedik 5","2017","comedy","3.3 base on 13,794 votes"
"Jack and Jill","I (2011)","comedy","3.3 base on 75,624 votes"
"Larry the Cable Guy: Health Inspector","2006","comedy,romance","3.3 base on 10,346 votes"
"The Return of the Texas Chainsaw Massacre","1995","comedy,horror,thriller","3.3 base on 19,263 votes"
"Veere Di Wedding","2018","comedy","3.2 base on 11,094 votes"
"The Starving Games","2013","comedy","3.2 base on 18,438 votes"
"Bucky Larson: Born to Be a Star","2011","comedy","3.2 base on 11,102 votes"
"Daddy Day Camp","2007","comedy,family","3.1 base on 15,249 votes"
"Bratz","2007","comedy,family,music","3 base on 17,357 votes"
"Kazaam","1996","comedy,family,fantasy,musical","3 base on 22,626 votes"
"Troll 2","1990","comedy,fantasy,horror","2.9 base on 30,054 votes"
"Celal ile Ceren","2013","comedy,romance","2.8 base on 40,888 votes"
"Meet the Spartans","2008","comedy","2.8 base on 100,038 votes"
"Date Movie","2006","comedy,romance","2.8 base on 56,275 votes"
"Cats","2019","comedy,drama,family,fantasy,musical","2.7 base on 33,445 votes"
"The Human Centipede III (Final Sequence)","2015","comedy,horror","2.7 base on 13,974 votes"
"Baby Geniuses","1999","comedy,crime,family","2.6 base on 24,632 votes"
"Tees Maar Khan","2010","comedy,crime","2.5 base on 10,838 votes"
"Gigli","2003","comedy,crime,romance","2.5 base on 45,478 votes"
"Hobgoblins","1988","comedy,horror","2.3 base on 10,293 votes"
"Who's Your Caddy?","2007","comedy,sport","2.2 base on 14,464 votes"
"Son of the Mask","2005","comedy,family,fantasy","2.2 base on 51,158 votes"
"From Justin to Kelly","2003","comedy,musical,romance","2.1 base on 24,637 votes"
"Disaster Movie","2008","comedy","1.9 base on 85,615 votes"
"The Hottie & the Nottie","2008","comedy,romance","1.9 base on 35,865 votes"
"Superbabies: Baby Geniuses 2","2004","comedy,family","1.9 base on 29,451 votes"
"Daniel der Zauberer","2004","comedy,crime,fantasy,music","1.8 base on 13,804 votes"
"Pledge This!","2006","comedy","1.8 base on 16,702 votes"
"Going Overboard","1989","comedy","1.8 base on 12,082 votes"
"Saving Christmas","2014","comedy,family","1.4 base on 14,723 votes"
"Cumali Ceber: Allah Seni Alsin","2017","comedy","1 base on 37,511 votes"
"The Godfather","1972","crime,drama","9.2 base on 1,549,738 votes"
"Aynabaji","2016","crime,mystery,thriller","9.1 base on 19,496 votes"
"The Godfather: Part II","1974","crime,drama","9 base on 1,083,312 votes"
"Pulp Fiction","1994","crime,drama","8.9 base on 1,759,075 votes"
"12 Angry Men","1957","crime,drama","8.9 base on 657,372 votes"
"Nayakan","1987","crime,drama","8.7 base on 14,507 votes"
"Cidade de Deus","2002","crime,drama","8.6 base on 679,354 votes"
"The Green Mile","1999","crime,drama,fantasy,mystery","8.6 base on 1,095,185 votes"
